model,label,mesh_path,status,front_png,faces_total,faces_rendered,side_png,top_png,iso_png
box,truck_long,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\box\truck_long\truck_long.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\box\truck_long\front.png,12,12,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\box\truck_long\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\box\truck_long\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\box\truck_long\iso.png
box,truck_short,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\box\truck_short\truck_short.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\box\truck_short\front.png,12,12,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\box\truck_short\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\box\truck_short\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\box\truck_short\iso.png
sppa_fixed,biker_adult,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_fixed\biker_adult\biker_adult.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\biker_adult\front.png,900,900,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\biker_adult\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\biker_adult\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\biker_adult\iso.png
sppa_fixed,biker_child,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_fixed\biker_child\biker_child.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\biker_child\front.png,900,900,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\biker_child\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\biker_child\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\biker_child\iso.png
sppa_fixed,car_compact,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_fixed\car_compact\car_compact.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\car_compact\front.png,864,864,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\car_compact\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\car_compact\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\car_compact\iso.png
sppa_fixed,car_long,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_fixed\car_long\car_long.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\car_long\front.png,864,864,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\car_long\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\car_long\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\car_long\iso.png
sppa_fixed,cow_large,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_fixed\cow_large\cow_large.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\cow_large\front.png,1056,1056,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\cow_large\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\cow_large\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\cow_large\iso.png
sppa_fixed,cow_small,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_fixed\cow_small\cow_small.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\cow_small\front.png,1056,1056,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\cow_small\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\cow_small\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\cow_small\iso.png
sppa_fixed,tractor_large,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_fixed\tractor_large\tractor_large.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tractor_large\front.png,960,960,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tractor_large\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tractor_large\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tractor_large\iso.png
sppa_fixed,tractor_small,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_fixed\tractor_small\tractor_small.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tractor_small\front.png,960,960,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tractor_small\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tractor_small\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tractor_small\iso.png
sppa_fixed,tree_short,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_fixed\tree_short\tree_short.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tree_short\front.png,488,488,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tree_short\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tree_short\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tree_short\iso.png
sppa_fixed,tree_tall,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_fixed\tree_tall\tree_tall.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tree_tall\front.png,488,488,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tree_tall\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tree_tall\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\tree_tall\iso.png
sppa_fixed,truck_long,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_fixed\truck_long\truck_long.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\truck_long\front.png,1668,1668,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\truck_long\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\truck_long\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\truck_long\iso.png
sppa_fixed,truck_short,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_fixed\truck_short\truck_short.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\truck_short\front.png,1668,1668,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\truck_short\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\truck_short\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_fixed\truck_short\iso.png
sppa_scaled,biker_adult,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_scaled\biker_adult\biker_adult.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\biker_adult\front.png,900,900,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\biker_adult\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\biker_adult\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\biker_adult\iso.png
sppa_scaled,biker_child,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_scaled\biker_child\biker_child.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\biker_child\front.png,900,900,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\biker_child\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\biker_child\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\biker_child\iso.png
sppa_scaled,car_compact,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_scaled\car_compact\car_compact.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\car_compact\front.png,864,864,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\car_compact\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\car_compact\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\car_compact\iso.png
sppa_scaled,car_long,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_scaled\car_long\car_long.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\car_long\front.png,864,864,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\car_long\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\car_long\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\car_long\iso.png
sppa_scaled,cow_large,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_scaled\cow_large\cow_large.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\cow_large\front.png,1056,1056,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\cow_large\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\cow_large\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\cow_large\iso.png
sppa_scaled,cow_small,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_scaled\cow_small\cow_small.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\cow_small\front.png,1056,1056,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\cow_small\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\cow_small\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\cow_small\iso.png
sppa_scaled,tractor_large,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_scaled\tractor_large\tractor_large.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tractor_large\front.png,960,960,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tractor_large\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tractor_large\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tractor_large\iso.png
sppa_scaled,tractor_small,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_scaled\tractor_small\tractor_small.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tractor_small\front.png,960,960,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tractor_small\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tractor_small\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tractor_small\iso.png
sppa_scaled,tree_short,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_scaled\tree_short\tree_short.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tree_short\front.png,488,488,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tree_short\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tree_short\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tree_short\iso.png
sppa_scaled,tree_tall,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_scaled\tree_tall\tree_tall.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tree_tall\front.png,488,488,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tree_tall\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tree_tall\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\tree_tall\iso.png
sppa_scaled,truck_long,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_scaled\truck_long\truck_long.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\truck_long\front.png,1668,1668,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\truck_long\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\truck_long\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\truck_long\iso.png
sppa_scaled,truck_short,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\render_run\outputs\sppa_scaled\truck_short\truck_short.obj,ok,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\truck_short\front.png,1668,1668,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\truck_short\side.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\truck_short\top.png,D:\Deep-AeroTwin-UE57-Test\experiments\sppa_scale_variants\20260702_open_label\views\models\sppa_scaled\truck_short\iso.png
