frame_idx,t_rel_s,t_unix,lat,lon,alt_msl,rel_alt,roll,pitch,yaw
3451,58.998147,1783330787.251,42.1435158,-1.5889988,304.48,48.10,1.11,-6.50,203.76
3452,59.015243,1783330787.268,42.1435144,-1.5889992,304.50,48.12,1.11,-6.51,203.76
3453,59.032339,1783330787.285,42.1435131,-1.5889997,304.53,48.15,1.11,-6.53,203.76
3454,59.049435,1783330787.302,42.1435117,-1.5890001,304.56,48.18,1.11,-6.54,203.76
3455,59.066531,1783330787.320,42.1435103,-1.5890005,304.58,48.20,1.11,-6.53,203.76
3456,59.083627,1783330787.337,42.1435089,-1.5890010,304.61,48.23,1.11,-6.53,203.76
3457,59.100723,1783330787.354,42.1435076,-1.5890014,304.63,48.25,1.12,-6.52,203.75
3458,59.117819,1783330787.371,42.1435131,-1.5890031,304.31,47.93,1.12,-6.52,203.75
3459,59.134915,1783330787.388,42.1435078,-1.5890050,304.38,48.00,1.12,-6.51,203.75
3460,59.152010,1783330787.405,42.1435064,-1.5890054,304.41,48.03,1.11,-6.51,203.75
3461,59.169106,1783330787.422,42.1435050,-1.5890059,304.44,48.06,1.08,-6.51,203.73
3462,59.186202,1783330787.439,42.1435037,-1.5890063,304.46,48.08,1.05,-6.51,203.72
3463,59.203298,1783330787.456,42.1435023,-1.5890068,304.49,48.11,1.03,-6.50,203.70
3464,59.220394,1783330787.473,42.1435009,-1.5890072,304.52,48.14,1.00,-6.50,203.68
3465,59.237490,1783330787.490,42.1434995,-1.5890076,304.54,48.16,0.97,-6.50,203.67
3466,59.254586,1783330787.508,42.1434982,-1.5890081,304.57,48.19,0.94,-6.50,203.66
3467,59.271682,1783330787.525,42.1434968,-1.5890085,304.60,48.22,0.92,-6.52,203.65
3468,59.288778,1783330787.542,42.1434954,-1.5890090,304.62,48.24,0.89,-6.53,203.65
3469,59.305874,1783330787.559,42.1434940,-1.5890094,304.65,48.27,0.87,-6.54,203.64
3470,59.322970,1783330787.576,42.1434988,-1.5890127,304.25,47.87,0.84,-6.55,203.64
3471,59.340066,1783330787.593,42.1434944,-1.5890131,304.39,48.01,0.82,-6.56,203.63
3472,59.357162,1783330787.610,42.1434930,-1.5890135,304.42,48.04,0.79,-6.56,203.63
3473,59.374258,1783330787.627,42.1434916,-1.5890139,304.45,48.07,0.75,-6.54,203.62
3474,59.391354,1783330787.644,42.1434902,-1.5890144,304.47,48.09,0.72,-6.52,203.62
3475,59.408450,1783330787.661,42.1434888,-1.5890148,304.50,48.12,0.68,-6.50,203.61
3476,59.425546,1783330787.679,42.1434874,-1.5890152,304.52,48.14,0.65,-6.48,203.61
3477,59.442642,1783330787.696,42.1434861,-1.5890157,304.55,48.17,0.61,-6.46,203.60
3478,59.459738,1783330787.713,42.1434847,-1.5890161,304.58,48.20,0.60,-6.50,203.60
3479,59.476834,1783330787.730,42.1434833,-1.5890165,304.60,48.22,0.60,-6.56,203.59
3480,59.493930,1783330787.747,42.1434819,-1.5890169,304.63,48.25,0.60,-6.63,203.58
3481,59.511026,1783330787.764,42.1434805,-1.5890174,304.66,48.28,0.61,-6.69,203.57
3482,59.528122,1783330787.781,42.1434844,-1.5890223,304.19,47.81,0.61,-6.76,203.57
3483,59.545217,1783330787.798,42.1434811,-1.5890211,304.40,48.02,0.61,-6.82,203.56
3484,59.562313,1783330787.815,42.1434798,-1.5890215,304.42,48.04,0.62,-6.84,203.56
3485,59.579409,1783330787.832,42.1434785,-1.5890218,304.45,48.07,0.64,-6.85,203.56
3486,59.596505,1783330787.850,42.1434773,-1.5890222,304.47,48.09,0.65,-6.86,203.56
3487,59.613601,1783330787.867,42.1434760,-1.5890226,304.50,48.12,0.67,-6.87,203.57
3488,59.630697,1783330787.884,42.1434748,-1.5890230,304.52,48.14,0.68,-6.88,203.57
3489,59.647793,1783330787.901,42.1434735,-1.5890233,304.55,48.17,0.70,-6.89,203.57
3490,59.664889,1783330787.918,42.1434723,-1.5890237,304.57,48.19,0.72,-6.93,203.55
3491,59.681985,1783330787.935,42.1434710,-1.5890241,304.60,48.22,0.73,-6.97,203.53
3492,59.699081,1783330787.952,42.1434697,-1.5890245,304.62,48.24,0.75,-7.00,203.51
3493,59.716177,1783330787.969,42.1434685,-1.5890248,304.65,48.27,0.77,-7.04,203.49
3494,59.733273,1783330787.986,42.1434757,-1.5890247,304.37,47.99,0.79,-7.08,203.48
3495,59.750369,1783330788.003,42.1434709,-1.5890307,304.17,47.79,0.81,-7.10,203.46
3496,59.767465,1783330788.020,42.1434675,-1.5890290,304.41,48.03,0.87,-7.06,203.47
3497,59.784561,1783330788.038,42.1434660,-1.5890295,304.44,48.06,0.92,-7.02,203.47
3498,59.801657,1783330788.055,42.1434644,-1.5890299,304.47,48.09,0.98,-6.98,203.48
3499,59.818753,1783330788.072,42.1434628,-1.5890304,304.50,48.12,1.04,-6.94,203.48
3500,59.835849,1783330788.089,42.1434613,-1.5890308,304.54,48.16,1.10,-6.90,203.49
3501,59.852945,1783330788.106,42.1434597,-1.5890313,304.57,48.19,1.14,-6.87,203.49
3502,59.870041,1783330788.123,42.1434581,-1.5890318,304.60,48.22,1.13,-6.87,203.49
3503,59.887137,1783330788.140,42.1434565,-1.5890322,304.63,48.25,1.12,-6.88,203.49
3504,59.904233,1783330788.157,42.1434550,-1.5890327,304.66,48.28,1.12,-6.88,203.48
3505,59.921329,1783330788.174,42.1434603,-1.5890352,304.29,47.91,1.11,-6.88,203.48
3506,59.938424,1783330788.191,42.1434553,-1.5890364,304.41,48.03,1.10,-6.89,203.48
3507,59.955520,1783330788.209,42.1434539,-1.5890369,304.44,48.06,1.10,-6.91,203.48
3508,59.972616,1783330788.226,42.1434525,-1.5890373,304.46,48.08,1.11,-6.96,203.47
3509,59.989712,1783330788.243,42.1434511,-1.5890377,304.49,48.11,1.12,-7.01,203.46
3510,60.006808,1783330788.260,42.1434497,-1.5890381,304.52,48.14,1.12,-7.05,203.45
3511,60.023904,1783330788.277,42.1434483,-1.5890385,304.55,48.17,1.13,-7.10,203.44
3512,60.041000,1783330788.294,42.1434469,-1.5890389,304.57,48.19,1.14,-7.15,203.43
3513,60.058096,1783330788.311,42.1434455,-1.5890393,304.60,48.22,1.15,-7.15,203.43
3514,60.075192,1783330788.328,42.1434442,-1.5890397,304.63,48.25,1.16,-7.13,203.44
3515,60.092288,1783330788.345,42.1434428,-1.5890401,304.66,48.28,1.17,-7.10,203.44
3516,60.109384,1783330788.362,42.1434414,-1.5890405,304.68,48.30,1.18,-7.07,203.45
3517,60.126480,1783330788.379,42.1434456,-1.5890448,304.23,47.85,1.20,-7.04,203.45
3518,60.143576,1783330788.397,42.1434418,-1.5890441,304.43,48.05,1.21,-7.02,203.46
3519,60.160672,1783330788.414,42.1434405,-1.5890445,304.45,48.07,1.21,-7.02,203.45
3520,60.177768,1783330788.431,42.1434393,-1.5890449,304.47,48.09,1.21,-7.02,203.44
3521,60.194864,1783330788.448,42.1434380,-1.5890453,304.50,48.12,1.21,-7.03,203.43
3522,60.211960,1783330788.465,42.1434368,-1.5890457,304.52,48.14,1.22,-7.04,203.42
3523,60.229056,1783330788.482,42.1434355,-1.5890460,304.55,48.17,1.22,-7.04,203.40
3524,60.246152,1783330788.499,42.1434343,-1.5890464,304.57,48.19,1.22,-7.05,203.39
3525,60.263248,1783330788.516,42.1434330,-1.5890468,304.59,48.21,1.24,-7.07,203.39
3526,60.280344,1783330788.533,42.1434318,-1.5890472,304.62,48.24,1.27,-7.08,203.40
3527,60.297440,1783330788.550,42.1434305,-1.5890475,304.64,48.26,1.29,-7.10,203.40
3528,60.314536,1783330788.568,42.1434293,-1.5890479,304.67,48.29,1.31,-7.12,203.40
3529,60.331631,1783330788.585,42.1434280,-1.5890483,304.69,48.31,1.34,-7.13,203.41
3530,60.348727,1783330788.602,42.1434282,-1.5890520,304.44,48.06,1.36,-7.15,203.41
3531,60.365823,1783330788.619,42.1434268,-1.5890524,304.47,48.09,1.36,-7.14,203.41
3532,60.382919,1783330788.636,42.1434254,-1.5890529,304.50,48.12,1.36,-7.14,203.41
3533,60.400015,1783330788.653,42.1434240,-1.5890533,304.52,48.14,1.37,-7.13,203.40
3534,60.417111,1783330788.670,42.1434226,-1.5890537,304.55,48.17,1.37,-7.12,203.40
3535,60.434207,1783330788.687,42.1434212,-1.5890541,304.57,48.19,1.37,-7.12,203.40
3536,60.451303,1783330788.704,42.1434198,-1.5890546,304.60,48.22,1.37,-7.10,203.40
3537,60.468399,1783330788.721,42.1434184,-1.5890550,304.62,48.24,1.39,-7.07,203.40
3538,60.485495,1783330788.738,42.1434170,-1.5890554,304.65,48.27,1.41,-7.03,203.40
3539,60.502591,1783330788.756,42.1434156,-1.5890558,304.67,48.29,1.43,-7.00,203.40
3540,60.519687,1783330788.773,42.1434212,-1.5890578,304.33,47.95,1.45,-6.97,203.40
3541,60.536783,1783330788.790,42.1434161,-1.5890595,304.42,48.04,1.47,-6.93,203.40
3542,60.553879,1783330788.807,42.1434148,-1.5890599,304.44,48.06,1.48,-6.90,203.41
3543,60.570975,1783330788.824,42.1434135,-1.5890603,304.46,48.08,1.50,-6.88,203.43
3544,60.588071,1783330788.841,42.1434123,-1.5890607,304.49,48.11,1.51,-6.86,203.46
3545,60.605167,1783330788.858,42.1434110,-1.5890610,304.51,48.13,1.52,-6.84,203.48
3546,60.622263,1783330788.875,42.1434097,-1.5890614,304.54,48.16,1.53,-6.81,203.50
3547,60.639359,1783330788.892,42.1434085,-1.5890618,304.56,48.18,1.54,-6.79,203.53
3548,60.656455,1783330788.909,42.1434072,-1.5890622,304.58,48.20,1.53,-6.77,203.55
3549,60.673551,1783330788.927,42.1434059,-1.5890626,304.61,48.23,1.50,-6.76,203.56
3550,60.690647,1783330788.944,42.1434047,-1.5890630,304.63,48.25,1.47,-6.75,203.57
3551,60.707743,1783330788.961,42.1434034,-1.5890633,304.66,48.28,1.44,-6.74,203.58
3552,60.724838,1783330788.978,42.1434021,-1.5890637,304.68,48.30,1.40,-6.73,203.59
3553,60.741934,1783330788.995,42.1434024,-1.5890674,304.42,48.04,1.37,-6.72,203.60
3554,60.759030,1783330789.012,42.1434010,-1.5890679,304.45,48.07,1.36,-6.70,203.60
3555,60.776126,1783330789.029,42.1433996,-1.5890683,304.48,48.10,1.36,-6.66,203.59
3556,60.793222,1783330789.046,42.1433982,-1.5890687,304.50,48.12,1.36,-6.62,203.59
3557,60.810318,1783330789.063,42.1433968,-1.5890691,304.53,48.15,1.36,-6.58,203.58
3558,60.827414,1783330789.080,42.1433954,-1.5890695,304.56,48.18,1.36,-6.54,203.58
3559,60.844510,1783330789.098,42.1433940,-1.5890699,304.58,48.20,1.36,-6.51,203.57
3560,60.861606,1783330789.115,42.1433926,-1.5890704,304.61,48.23,1.36,-6.49,203.57
3561,60.878702,1783330789.132,42.1433912,-1.5890708,304.64,48.26,1.37,-6.47,203.56
3562,60.895798,1783330789.149,42.1433898,-1.5890712,304.66,48.28,1.37,-6.45,203.56
3563,60.912894,1783330789.166,42.1433967,-1.5890709,304.41,48.03,1.38,-6.44,203.56
3564,60.929990,1783330789.183,42.1433920,-1.5890770,304.19,47.81,1.38,-6.42,203.55
3565,60.947086,1783330789.200,42.1433889,-1.5890752,304.43,48.05,1.39,-6.40,203.55
3566,60.964182,1783330789.217,42.1433876,-1.5890756,304.45,48.07,1.39,-6.38,203.56
3567,60.981278,1783330789.234,42.1433864,-1.5890760,304.48,48.10,1.39,-6.35,203.57
3568,60.998374,1783330789.251,42.1433851,-1.5890764,304.50,48.12,1.38,-6.33,203.58
3569,61.015470,1783330789.268,42.1433838,-1.5890768,304.52,48.14,1.38,-6.31,203.59
3570,61.032566,1783330789.286,42.1433826,-1.5890772,304.55,48.17,1.38,-6.28,203.60
3571,61.049662,1783330789.303,42.1433813,-1.5890775,304.57,48.19,1.38,-6.26,203.61
3572,61.066758,1783330789.320,42.1433801,-1.5890779,304.59,48.21,1.37,-6.23,203.62
3573,61.083854,1783330789.337,42.1433788,-1.5890783,304.61,48.23,1.35,-6.21,203.62
3574,61.100950,1783330789.354,42.1433775,-1.5890787,304.64,48.26,1.34,-6.19,203.63
3575,61.118045,1783330789.371,42.1433763,-1.5890791,304.66,48.28,1.33,-6.16,203.64
3576,61.135141,1783330789.388,42.1433766,-1.5890827,304.41,48.03,1.32,-6.14,203.64
3577,61.152237,1783330789.405,42.1433753,-1.5890831,304.44,48.06,1.30,-6.12,203.65
3578,61.169333,1783330789.422,42.1433741,-1.5890835,304.46,48.08,1.28,-6.13,203.66
3579,61.186429,1783330789.439,42.1433728,-1.5890838,304.49,48.11,1.25,-6.14,203.67
3580,61.203525,1783330789.457,42.1433715,-1.5890842,304.51,48.13,1.23,-6.15,203.67
3581,61.220621,1783330789.474,42.1433703,-1.5890846,304.53,48.15,1.20,-6.16,203.68
3582,61.237717,1783330789.491,42.1433690,-1.5890850,304.56,48.18,1.18,-6.16,203.69
3583,61.254813,1783330789.508,42.1433677,-1.5890854,304.58,48.20,1.16,-6.17,203.69
3584,61.271909,1783330789.525,42.1433665,-1.5890858,304.61,48.23,1.17,-6.16,203.69
3585,61.289005,1783330789.542,42.1433652,-1.5890862,304.63,48.25,1.18,-6.15,203.69
3586,61.306101,1783330789.559,42.1433639,-1.5890866,304.65,48.27,1.18,-6.14,203.70
3587,61.323197,1783330789.576,42.1433627,-1.5890870,304.68,48.30,1.19,-6.12,203.70
3588,61.340293,1783330789.593,42.1433630,-1.5890906,304.42,48.04,1.20,-6.11,203.70
3589,61.357389,1783330789.610,42.1433617,-1.5890910,304.44,48.06,1.20,-6.10,203.70
3590,61.374485,1783330789.627,42.1433605,-1.5890913,304.47,48.09,1.20,-6.08,203.71
3591,61.391581,1783330789.645,42.1433592,-1.5890917,304.49,48.11,1.20,-6.05,203.71
3592,61.408677,1783330789.662,42.1433579,-1.5890921,304.51,48.13,1.19,-6.03,203.72
3593,61.425773,1783330789.679,42.1433567,-1.5890925,304.54,48.16,1.19,-6.01,203.72
3594,61.442869,1783330789.696,42.1433554,-1.5890929,304.56,48.18,1.19,-5.99,203.73
3595,61.459965,1783330789.713,42.1433542,-1.5890933,304.58,48.20,1.19,-5.95,203.73
3596,61.477061,1783330789.730,42.1433529,-1.5890937,304.61,48.23,1.20,-5.91,203.72
3597,61.494157,1783330789.747,42.1433516,-1.5890940,304.63,48.25,1.20,-5.87,203.72
3598,61.511252,1783330789.764,42.1433504,-1.5890944,304.65,48.27,1.21,-5.83,203.71
3599,61.528348,1783330789.781,42.1433491,-1.5890948,304.67,48.29,1.21,-5.79,203.71
3600,61.545444,1783330789.798,42.1433495,-1.5890984,304.41,48.03,1.22,-5.75,203.70
3601,61.562540,1783330789.816,42.1433484,-1.5890987,304.43,48.05,1.22,-5.71,203.70
3602,61.579636,1783330789.833,42.1433472,-1.5890991,304.45,48.07,1.21,-5.68,203.71
3603,61.596732,1783330789.850,42.1433461,-1.5890994,304.47,48.09,1.21,-5.65,203.71
3604,61.613828,1783330789.867,42.1433450,-1.5890998,304.49,48.11,1.20,-5.62,203.72
3605,61.630924,1783330789.884,42.1433438,-1.5891002,304.51,48.13,1.20,-5.59,203.72
3606,61.648020,1783330789.901,42.1433427,-1.5891005,304.53,48.15,1.19,-5.56,203.73
3607,61.665116,1783330789.918,42.1433415,-1.5891009,304.55,48.17,1.15,-5.55,203.71
3608,61.682212,1783330789.935,42.1433404,-1.5891012,304.57,48.19,1.11,-5.55,203.70
3609,61.699308,1783330789.952,42.1433393,-1.5891016,304.59,48.21,1.08,-5.54,203.68
3610,61.716404,1783330789.969,42.1433381,-1.5891019,304.61,48.23,1.04,-5.54,203.67
3611,61.733500,1783330789.987,42.1433370,-1.5891023,304.63,48.25,1.00,-5.53,203.65
3612,61.750596,1783330790.004,42.1433358,-1.5891027,304.65,48.27,0.97,-5.53,203.64
3613,61.767692,1783330790.021,42.1433359,-1.5891061,304.41,48.03,0.96,-5.53,203.64
3614,61.784788,1783330790.038,42.1433345,-1.5891065,304.43,48.05,0.96,-5.53,203.63
3615,61.801884,1783330790.055,42.1433331,-1.5891070,304.45,48.07,0.95,-5.52,203.63
3616,61.818980,1783330790.072,42.1433317,-1.5891074,304.47,48.09,0.95,-5.52,203.63
3617,61.836076,1783330790.089,42.1433304,-1.5891079,304.49,48.11,0.94,-5.52,203.62
3618,61.853172,1783330790.106,42.1433290,-1.5891083,304.51,48.13,0.94,-5.51,203.62
3619,61.870268,1783330790.123,42.1433276,-1.5891088,304.53,48.15,0.95,-5.48,203.61
3620,61.887364,1783330790.140,42.1433262,-1.5891092,304.55,48.17,0.96,-5.45,203.60
3621,61.904459,1783330790.157,42.1433248,-1.5891097,304.57,48.19,0.97,-5.42,203.59
3622,61.921555,1783330790.175,42.1433235,-1.5891101,304.59,48.21,0.98,-5.39,203.58
3623,61.938651,1783330790.192,42.1433237,-1.5891137,304.33,47.95,0.99,-5.37,203.57
3624,61.955747,1783330790.209,42.1433225,-1.5891141,304.35,47.97,1.01,-5.34,203.56
3625,61.972843,1783330790.226,42.1433212,-1.5891145,304.36,47.98,1.05,-5.31,203.56
3626,61.989939,1783330790.243,42.1433200,-1.5891149,304.38,48.00,1.10,-5.29,203.56
3627,62.007035,1783330790.260,42.1433187,-1.5891153,304.40,48.02,1.14,-5.26,203.57
3628,62.024131,1783330790.277,42.1433175,-1.5891157,304.42,48.04,1.18,-5.24,203.57
3629,62.041227,1783330790.294,42.1433162,-1.5891160,304.44,48.06,1.22,-5.21,203.57
3630,62.058323,1783330790.311,42.1433149,-1.5891164,304.46,48.08,1.25,-5.22,203.57
3631,62.075419,1783330790.328,42.1433137,-1.5891168,304.48,48.10,1.26,-5.25,203.58
3632,62.092515,1783330790.346,42.1433124,-1.5891172,304.50,48.12,1.27,-5.28,203.58
3633,62.109611,1783330790.363,42.1433112,-1.5891176,304.51,48.13,1.28,-5.30,203.59
3634,62.126707,1783330790.380,42.1433099,-1.5891180,304.53,48.15,1.30,-5.33,203.59
3635,62.143803,1783330790.397,42.1433103,-1.5891216,304.28,47.90,1.31,-5.36,203.60
3636,62.160899,1783330790.414,42.1433090,-1.5891219,304.30,47.92,1.32,-5.37,203.59
3637,62.177995,1783330790.431,42.1433077,-1.5891223,304.32,47.94,1.33,-5.38,203.59
3638,62.195091,1783330790.448,42.1433065,-1.5891227,304.34,47.96,1.34,-5.38,203.58
3639,62.212187,1783330790.465,42.1433052,-1.5891231,304.36,47.98,1.35,-5.38,203.57
3640,62.229283,1783330790.482,42.1433040,-1.5891234,304.38,48.00,1.36,-5.39,203.57
3641,62.246379,1783330790.499,42.1433027,-1.5891238,304.40,48.02,1.37,-5.39,203.56
3642,62.263475,1783330790.516,42.1433015,-1.5891242,304.41,48.03,1.38,-5.41,203.55
3643,62.280571,1783330790.534,42.1433002,-1.5891246,304.43,48.05,1.40,-5.42,203.54
3644,62.297667,1783330790.551,42.1432989,-1.5891249,304.45,48.07,1.41,-5.44,203.53
3645,62.314762,1783330790.568,42.1432977,-1.5891253,304.47,48.09,1.43,-5.46,203.51
3646,62.331858,1783330790.585,42.1432964,-1.5891257,304.49,48.11,1.45,-5.47,203.50
3647,62.348954,1783330790.602,42.1432968,-1.5891294,304.23,47.85,1.46,-5.49,203.49
3648,62.366050,1783330790.619,42.1432955,-1.5891297,304.25,47.87,1.47,-5.50,203.50
3649,62.383146,1783330790.636,42.1432943,-1.5891301,304.27,47.89,1.49,-5.51,203.52
3650,62.400242,1783330790.653,42.1432930,-1.5891305,304.29,47.91,1.50,-5.53,203.53
3651,62.417338,1783330790.670,42.1432918,-1.5891309,304.31,47.93,1.52,-5.54,203.55
3652,62.434434,1783330790.687,42.1432905,-1.5891312,304.33,47.95,1.53,-5.55,203.56
3653,62.451530,1783330790.705,42.1432893,-1.5891316,304.35,47.97,1.54,-5.56,203.57
3654,62.468626,1783330790.722,42.1432880,-1.5891320,304.37,47.99,1.53,-5.56,203.56
3655,62.485722,1783330790.739,42.1432868,-1.5891324,304.39,48.01,1.52,-5.56,203.55
3656,62.502818,1783330790.756,42.1432856,-1.5891328,304.41,48.03,1.52,-5.57,203.55
3657,62.519914,1783330790.773,42.1432843,-1.5891331,304.43,48.05,1.51,-5.57,203.54
3658,62.537010,1783330790.790,42.1432847,-1.5891368,304.16,47.78,1.50,-5.57,203.53
3659,62.554106,1783330790.807,42.1432834,-1.5891372,304.18,47.80,1.50,-5.58,203.53
3660,62.571202,1783330790.824,42.1432822,-1.5891375,304.20,47.82,1.51,-5.61,203.52
3661,62.588298,1783330790.841,42.1432809,-1.5891379,304.22,47.84,1.52,-5.64,203.52
3662,62.605394,1783330790.858,42.1432797,-1.5891383,304.24,47.86,1.53,-5.67,203.51
3663,62.622490,1783330790.875,42.1432784,-1.5891386,304.26,47.88,1.54,-5.70,203.51
3664,62.639586,1783330790.893,42.1432772,-1.5891390,304.28,47.90,1.55,-5.73,203.50
3665,62.656682,1783330790.910,42.1432759,-1.5891394,304.30,47.92,1.55,-5.74,203.50
3666,62.673778,1783330790.927,42.1432747,-1.5891397,304.32,47.94,1.55,-5.74,203.51
3667,62.690874,1783330790.944,42.1432734,-1.5891401,304.34,47.96,1.55,-5.74,203.51
3668,62.707969,1783330790.961,42.1432722,-1.5891405,304.36,47.98,1.56,-5.75,203.51
3669,62.725065,1783330790.978,42.1432709,-1.5891408,304.38,48.00,1.56,-5.75,203.52
3670,62.742161,1783330790.995,42.1432710,-1.5891443,304.14,47.76,1.56,-5.75,203.52
3671,62.759257,1783330791.012,42.1432697,-1.5891447,304.16,47.78,1.56,-5.76,203.52
3672,62.776353,1783330791.029,42.1432683,-1.5891451,304.18,47.80,1.56,-5.77,203.53
3673,62.793449,1783330791.046,42.1432670,-1.5891456,304.20,47.82,1.56,-5.79,203.53
3674,62.810545,1783330791.064,42.1432656,-1.5891460,304.23,47.85,1.56,-5.80,203.53
3675,62.827641,1783330791.081,42.1432642,-1.5891465,304.25,47.87,1.56,-5.81,203.54
3676,62.844737,1783330791.098,42.1432629,-1.5891469,304.27,47.89,1.56,-5.83,203.54
3677,62.861833,1783330791.115,42.1432615,-1.5891474,304.29,47.91,1.57,-5.81,203.54
3678,62.878929,1783330791.132,42.1432602,-1.5891478,304.31,47.93,1.58,-5.79,203.54
3679,62.896025,1783330791.149,42.1432588,-1.5891483,304.33,47.95,1.58,-5.77,203.54
3680,62.913121,1783330791.166,42.1432654,-1.5891481,304.09,47.71,1.59,-5.75,203.54
3681,62.930217,1783330791.183,42.1432610,-1.5891541,303.84,47.46,1.60,-5.73,203.54
3682,62.947313,1783330791.200,42.1432579,-1.5891522,304.09,47.71,1.61,-5.71,203.54
3683,62.964409,1783330791.217,42.1432565,-1.5891526,304.11,47.73,1.59,-5.74,203.54
3684,62.981505,1783330791.235,42.1432551,-1.5891530,304.13,47.75,1.57,-5.77,203.55
3685,62.998601,1783330791.252,42.1432538,-1.5891535,304.15,47.77,1.55,-5.80,203.55
3686,63.015697,1783330791.269,42.1432524,-1.5891539,304.17,47.79,1.54,-5.83,203.55
3687,63.032793,1783330791.286,42.1432510,-1.5891543,304.19,47.81,1.52,-5.86,203.56
3688,63.049889,1783330791.303,42.1432496,-1.5891547,304.21,47.83,1.50,-5.90,203.56
3689,63.066985,1783330791.320,42.1432483,-1.5891552,304.23,47.85,1.51,-5.94,203.56
3690,63.084081,1783330791.337,42.1432469,-1.5891556,304.26,47.88,1.52,-5.99,203.56
3691,63.101176,1783330791.354,42.1432455,-1.5891560,304.28,47.90,1.53,-6.04,203.56
3692,63.118272,1783330791.371,42.1432512,-1.5891575,303.96,47.58,1.54,-6.09,203.56
3693,63.135368,1783330791.388,42.1432459,-1.5891595,304.02,47.64,1.55,-6.14,203.56
3694,63.152464,1783330791.405,42.1432446,-1.5891599,304.04,47.66,1.56,-6.17,203.55
3695,63.169560,1783330791.423,42.1432434,-1.5891602,304.06,47.68,1.57,-6.15,203.53
3696,63.186656,1783330791.440,42.1432422,-1.5891606,304.08,47.70,1.57,-6.14,203.51
3697,63.203752,1783330791.457,42.1432409,-1.5891610,304.10,47.72,1.58,-6.12,203.49
3698,63.220848,1783330791.474,42.1432397,-1.5891614,304.12,47.74,1.58,-6.10,203.47
3699,63.237944,1783330791.491,42.1432384,-1.5891618,304.14,47.76,1.59,-6.09,203.45
3700,63.255040,1783330791.508,42.1432372,-1.5891622,304.15,47.77,1.59,-6.14,203.45
3701,63.272136,1783330791.525,42.1432360,-1.5891625,304.17,47.79,1.59,-6.27,203.46
3702,63.289232,1783330791.542,42.1432347,-1.5891629,304.19,47.81,1.59,-6.41,203.47
3703,63.306328,1783330791.559,42.1432335,-1.5891633,304.21,47.83,1.60,-6.54,203.49
3704,63.323424,1783330791.576,42.1432322,-1.5891637,304.23,47.85,1.60,-6.68,203.50
3705,63.340520,1783330791.594,42.1432325,-1.5891673,303.99,47.61,1.60,-6.81,203.51
3706,63.357616,1783330791.611,42.1432312,-1.5891677,304.01,47.63,1.60,-6.87,203.51
3707,63.374712,1783330791.628,42.1432298,-1.5891681,304.03,47.65,1.61,-6.88,203.50
3708,63.391808,1783330791.645,42.1432284,-1.5891686,304.05,47.67,1.62,-6.89,203.48
3709,63.408904,1783330791.662,42.1432270,-1.5891690,304.06,47.68,1.62,-6.90,203.47
3710,63.426000,1783330791.679,42.1432257,-1.5891694,304.08,47.70,1.63,-6.91,203.46
3711,63.443096,1783330791.696,42.1432243,-1.5891698,304.10,47.72,1.64,-6.92,203.44
3712,63.460192,1783330791.713,42.1432229,-1.5891702,304.12,47.74,1.64,-6.94,203.43
3713,63.477288,1783330791.730,42.1432215,-1.5891706,304.14,47.76,1.65,-6.96,203.43
3714,63.494383,1783330791.747,42.1432202,-1.5891711,304.16,47.78,1.65,-6.99,203.42
3715,63.511479,1783330791.764,42.1432188,-1.5891715,304.18,47.80,1.65,-7.01,203.41
3716,63.528575,1783330791.782,42.1432227,-1.5891764,303.72,47.34,1.66,-7.03,203.40
3717,63.545671,1783330791.799,42.1432193,-1.5891751,303.92,47.54,1.66,-7.06,203.39
3718,63.562767,1783330791.816,42.1432181,-1.5891755,303.94,47.56,1.67,-7.09,203.39
3719,63.579863,1783330791.833,42.1432168,-1.5891758,303.95,47.57,1.67,-7.13,203.39
3720,63.596959,1783330791.850,42.1432156,-1.5891762,303.97,47.59,1.68,-7.17,203.39
3721,63.614055,1783330791.867,42.1432143,-1.5891766,303.99,47.61,1.69,-7.21,203.40
3722,63.631151,1783330791.884,42.1432131,-1.5891770,304.01,47.63,1.69,-7.24,203.40
3723,63.648247,1783330791.901,42.1432118,-1.5891774,304.03,47.65,1.70,-7.28,203.40
3724,63.665343,1783330791.918,42.1432106,-1.5891777,304.05,47.67,1.70,-7.29,203.39
3725,63.682439,1783330791.935,42.1432093,-1.5891781,304.07,47.69,1.70,-7.30,203.38
3726,63.699535,1783330791.953,42.1432081,-1.5891785,304.09,47.71,1.69,-7.31,203.37
3727,63.716631,1783330791.970,42.1432068,-1.5891789,304.11,47.73,1.69,-7.31,203.37
3728,63.733727,1783330791.987,42.1432137,-1.5891789,303.86,47.48,1.69,-7.32,203.36
3729,63.750823,1783330792.004,42.1432091,-1.5891848,303.64,47.26,1.69,-7.33,203.35
3730,63.767919,1783330792.021,42.1432059,-1.5891829,303.88,47.50,1.71,-7.34,203.36
3731,63.785015,1783330792.038,42.1432043,-1.5891834,303.91,47.53,1.72,-7.35,203.36
3732,63.802111,1783330792.055,42.1432028,-1.5891838,303.93,47.55,1.74,-7.36,203.37
3733,63.819207,1783330792.072,42.1432012,-1.5891843,303.96,47.58,1.75,-7.37,203.38
3734,63.836303,1783330792.089,42.1431997,-1.5891847,303.98,47.60,1.77,-7.38,203.39
